,Text Length,Average Word Length,Max Word Length,% Special Characters,Language,Sentiment,Subjectivity,Toxicity,Fluency,Formality
740,97,4.444444444444445,14,0.041237113402061855,en,0.525,0.8,0.0033603738993406296,0.8713711500167847,0.2809775471687317
741,137,4.3076923076923075,10,0.051094890510948905,en,-0.4374999999999999,0.3833333333333333,0.00964592956006527,0.4786720871925354,0.10822558403015137
742,58,3.9166666666666665,8,0.10344827586206896,en,0.0,0.8,0.002570507349446416,0.9325320720672607,0.15854310989379883
744,68,3.9285714285714284,7,0.04411764705882353,en,-0.15000000000000002,0.5,0.012543696910142899,0.8403468132019043,0.04242140054702759
745,110,4.285714285714286,11,0.03636363636363636,en,0.13636363636363635,0.5,0.0011242410400882363,0.0861138105392456,0.19579440355300903
747,87,7.7,16,0.05747126436781609,en,0.8,1.0,0.04233470931649208,0.6385324001312256,0.06528180837631226
753,66,5.7,8,0.045454545454545456,en,0.0,0.0,0.09668181836605072,0.6284667253494263,0.1325312852859497
754,28,6.25,10,0.07142857142857142,no,0.0,0.0,0.03063003160059452,0.9386522769927979,0.02448517084121704
755,129,5.5,13,0.03875968992248062,en,-0.2152777777777778,0.6736111111111112,0.004696729127317667,0.6929444670677185,0.2879512310028076
757,128,6.166666666666667,15,0.0390625,en,-0.8,1.0,0.5723398923873901,0.6625085473060608,0.20329320430755615
759,100,4.05,10,0.04,en,0.05,0.7,0.0007492785807698965,0.8723770976066589,0.2486247420310974
760,130,4.695652173913044,12,0.046153846153846156,en,-0.4166666666666667,0.6923076923076922,0.029750924557447433,0.6477534770965576,0.15018635988235474
762,99,3.761904761904762,8,0.020202020202020204,en,-0.3,0.4666666666666666,0.18158353865146637,0.6409962773323059,0.08274859189987183
763,57,3.4615384615384617,6,0.017543859649122806,en,0.2333333333333333,0.5,0.014720926992595196,0.9695603251457214,0.7582455277442932
764,65,4.076923076923077,9,0.0,en,0.5,0.6,0.006150837522000074,0.9743907451629639,0.014529109001159668
767,112,3.9130434782608696,8,0.026785714285714284,en,-0.2571428571428572,0.7178571428571429,0.0966176837682724,0.9826821088790894,0.9959253072738647
768,82,4.1875,8,0.012195121951219513,en,-0.35,0.55,0.2823954224586487,0.9530659317970276,0.18929225206375122
770,77,5.0,8,0.025974025974025976,en,-0.024999999999999994,0.31666666666666665,0.9004879593849182,0.9198457598686218,0.2538359761238098
773,86,3.8333333333333335,7,0.011627906976744186,en,0.0,0.0,0.0026525522116571665,0.7696369290351868,0.282306432723999
775,109,5.470588235294118,11,0.11009174311926606,en,0.13636363636363635,0.45454545454545453,0.07987469434738159,0.7831447720527649,0.12281948328018188
777,21,3.4,7,0.09523809523809523,so,-0.375,1.0,0.08896468579769135,0.42835813760757446,0.0465083122253418
778,57,3.8333333333333335,6,0.07017543859649122,en,0.3,0.1,0.0016102805966511369,0.6962567567825317,0.41254037618637085
781,134,4.625,9,0.09701492537313433,en,-0.27999999999999997,0.76,0.500924289226532,0.8416896462440491,0.0873907208442688
782,48,3.9,8,0.041666666666666664,en,0.0,0.0,0.38730132579803467,0.9452471137046814,0.15090912580490112
784,133,4.826086956521739,14,0.03007518796992481,en,0.0,1.0,0.000657696626149118,0.15835070610046387,0.45625245571136475
786,132,4.32,9,0.05303030303030303,en,0.1,0.3,0.6614031791687012,0.8259789943695068,0.05138331651687622
787,23,5.0,8,0.0,en,-1.0,1.0,0.17960013449192047,0.3305017948150635,0.9770153760910034
788,105,4.0476190476190474,8,0.0380952380952381,en,0.23750000000000002,0.2875,0.015362917445600033,0.14138758182525635,0.014667212963104248
792,117,5.2105263157894735,10,0.02564102564102564,en,-0.375,0.625,0.21603891253471375,0.7495864033699036,0.11008912324905396
793,136,4.074074074074074,9,0.08088235294117647,en,-0.4,0.95,0.06070011854171753,0.9487434029579163,0.09872645139694214
794,71,3.8,8,0.028169014084507043,en,0.0,0.0,0.42458564043045044,0.4392550587654114,0.13978135585784912
795,112,3.7083333333333335,8,0.026785714285714284,en,-0.2,0.0,0.44678276777267456,0.6698660254478455,0.40159177780151367
796,111,4.894736842105263,9,0.02702702702702703,en,0.0,0.1,0.0009612211142666638,0.09111684560775757,0.6783820390701294
799,91,4.111111111111111,10,0.04395604395604396,en,0.0,0.0,0.057006143033504486,0.3814130425453186,0.13186103105545044
801,127,4.565217391304348,10,0.023622047244094488,en,0.020000000000000004,0.15666666666666668,0.0029507759027183056,0.1102989912033081,0.4875335097312927
803,28,6.25,9,0.03571428571428571,tr,-0.2916666666666667,0.5,0.08397375792264938,0.6851642727851868,0.0981948971748352
804,37,3.75,7,0.02702702702702703,en,0.0,0.0,0.2870868444442749,0.28190720081329346,0.06833189725875854
805,118,4.95,9,0.03389830508474576,en,-0.045075757575757575,0.41780303030303034,0.03504010662436485,0.23720794916152954,0.20034033060073853
809,134,6.105263157894737,24,0.05223880597014925,en,0.0,0.875,0.0035490167792886496,0.9082244634628296,0.40213096141815186
811,119,5.0,10,0.058823529411764705,en,-0.3,0.4,0.00120618287473917,0.2660602927207947,0.10859215259552002
812,122,5.15,9,0.040983606557377046,en,0.39285714285714285,0.5178571428571428,0.0006413855589926243,0.600182831287384,0.17406010627746582
813,49,5.25,8,0.02040816326530612,en,-0.375,0.6,0.003773837350308895,0.03806036710739136,0.17556476593017578
814,91,6.666666666666667,13,0.02197802197802198,en,0.0,0.1,0.01437042374163866,0.05821561813354492,0.5525315403938293
815,139,6.777777777777778,13,0.10071942446043165,en,-0.7,0.2,0.00460450304672122,0.7472057342529297,0.21999508142471313
818,78,6.9,16,0.10256410256410256,en,0.0,0.0,0.011464564129710197,0.21224957704544067,0.29457801580429077
819,114,5.052631578947368,9,0.03508771929824561,en,0.0,0.0,0.025730963796377182,0.3231942057609558,0.3603786826133728
824,14,4.0,7,0.0,ca,0.0,0.0,0.010625428520143032,0.9878073334693909,0.24282890558242798
825,91,4.411764705882353,11,0.04395604395604396,en,-0.13181818181818183,0.5272727272727272,0.002675282536074519,0.9690586924552917,0.5801992416381836
828,106,5.6875,12,0.04716981132075472,en,-0.07777777777777779,0.4569444444444445,0.020608777180314064,0.1397889256477356,0.17801117897033691
829,138,4.56,10,0.036231884057971016,en,0.02500000000000001,0.30000000000000004,0.23154820501804352,0.7656309604644775,0.7453592419624329
834,129,4.375,9,0.05426356589147287,en,-0.14583333333333334,0.2708333333333333,0.15895819664001465,0.7614760994911194,0.19692665338516235
836,35,5.0,7,0.05714285714285714,en,0.0,0.0,0.004936483688652515,0.6808008551597595,0.21081525087356567
837,103,5.4375,11,0.10679611650485436,en,0.13636363636363635,0.45454545454545453,0.001315790694206953,0.792464554309845,0.12592542171478271
842,26,3.5,5,0.11538461538461539,en,0.35,0.65,0.0012787197483703494,0.7985974550247192,0.10583126544952393
843,125,5.3,11,0.048,en,-0.35,0.9,0.0012958532897755504,0.11431705951690674,0.3947027921676636
844,100,4.9411764705882355,10,0.09,en,-1.0,1.0,0.04576375335454941,0.9483575820922852,0.03413689136505127
850,139,4.833333333333333,10,0.050359712230215826,en,0.06666666666666667,0.17500000000000002,0.01813516952097416,0.9082142114639282,0.33306044340133667
852,87,5.285714285714286,12,0.04597701149425287,en,-0.75,1.0,0.0007860265322960913,0.9154649972915649,0.03644973039627075
854,79,4.714285714285714,10,0.0,en,0.2,0.9,0.3725928068161011,0.5280978679656982,0.0811663269996643
857,140,4.035714285714286,11,0.02142857142857143,en,0.08333333333333333,0.3333333333333333,0.0011641840683296323,0.23147928714752197,0.022406339645385742
858,63,3.923076923076923,8,0.06349206349206349,en,0.09999999999999998,0.8,0.0024356513749808073,0.38151276111602783,0.15534722805023193
860,80,4.785714285714286,8,0.0625,en,-0.125,0.6,0.02219376713037491,0.9458171129226685,0.4524571895599365
862,138,4.346153846153846,12,0.043478260869565216,en,-0.15555555555555553,0.25555555555555554,0.11153453588485718,0.7423545718193054,0.23228025436401367
867,117,4.130434782608695,10,0.008547008547008548,en,0.14285714285714285,0.29285714285714287,0.038497891277074814,0.15558278560638428,0.3074266314506531
868,97,4.444444444444445,10,0.010309278350515464,en,-0.29000000000000004,0.7,0.04820628464221954,0.44682538509368896,0.08548063039779663
869,47,5.0,12,0.0,en,0.0,0.0,0.003839263692498207,0.0924261212348938,0.21537023782730103
870,46,3.7,6,0.0,en,0.03750000000000001,0.7333333333333334,0.05648520588874817,0.8663092255592346,0.10558009147644043
871,89,7.181818181818182,11,0.033707865168539325,en,0.0,0.0,0.02584480307996273,0.979327380657196,0.8726850152015686
873,138,5.318181818181818,17,0.050724637681159424,en,0.20000000000000004,0.3666666666666667,0.012152853421866894,0.10625743865966797,0.018855690956115723
875,40,5.833333333333333,11,0.075,en,-1.0,1.0,0.005189215764403343,0.851125955581665,0.263640820980072
876,135,5.181818181818182,10,0.02962962962962963,en,0.06875,0.56875,0.0010776796843856573,0.35738009214401245,0.2659928798675537
877,109,4.238095238095238,8,0.06422018348623854,en,0.0,0.0,0.0006872018566355109,0.695221483707428,0.8877171874046326
879,139,4.0,12,0.08633093525179857,en,-0.23214285714285715,0.7678571428571428,0.7064663171768188,0.3181828260421753,0.016831040382385254
880,61,5.888888888888889,11,0.01639344262295082,en,0.4,0.5,0.0016502274665981531,0.7201955914497375,0.9957320094108582
883,43,4.5,10,0.046511627906976744,en,0.5,1.0,0.018875839188694954,0.2729927897453308,0.09513354301452637
884,132,3.75,8,0.030303030303030304,en,0.0,0.0,0.003849385306239128,0.12699830532073975,0.5767592787742615
885,100,4.9411764705882355,10,0.03,en,0.2,0.5,0.0028442495968192816,0.9058837890625,0.4010353088378906
886,108,4.7368421052631575,9,0.08333333333333333,en,-0.35,0.30000000000000004,0.16471736133098602,0.804375171661377,0.23106414079666138
889,107,5.0,14,0.102803738317757,en,0.1875,0.2875,0.0008622321183793247,0.8169385194778442,0.007516205310821533
891,76,4.5,10,0.05263157894736842,en,0.125,0.15000000000000002,0.002935461001470685,0.9362446665763855,0.16630709171295166
895,131,3.7142857142857144,9,0.007633587786259542,en,0.20000000000000004,0.5,0.029708093032240868,0.1355142593383789,0.16281992197036743
896,118,5.555555555555555,12,0.05084745762711865,en,-0.7,1.0,0.07178760319948196,0.3914344906806946,0.3682824373245239
897,107,4.4,10,0.11214953271028037,en,0.0,0.0,0.0010314574465155602,0.290382981300354,0.01477748155593872
898,33,4.666666666666667,6,0.06060606060606061,en,0.0,0.0,0.002593499608337879,0.3201180100440979,0.1659342646598816
900,20,4.25,5,0.1,fr,0.0,0.0,0.03277053311467171,0.7382923364639282,0.1171727180480957
904,128,4.16,11,0.0546875,en,0.5,0.8888888888888888,0.0010501721408218145,0.8564720749855042,0.3738732933998108
905,128,4.608695652173913,11,0.03125,en,0.0,0.0,0.0008136356482282281,0.10744494199752808,0.3011379837989807
906,69,4.833333333333333,7,0.15942028985507245,no,0.0,0.0,0.11085072159767151,0.9525543451309204,0.13494068384170532
909,95,4.277777777777778,12,0.07368421052631578,en,-0.2,0.23333333333333334,0.017278626561164856,0.9481813907623291,0.044697463512420654
911,64,6.222222222222222,10,0.0625,en,0.30000000000000004,0.45,0.0006792995263822377,0.6839723587036133,0.28453415632247925
913,124,5.944444444444445,16,0.11290322580645161,en,0.003703703703703709,0.4851851851851852,0.015607761219143867,0.3420529365539551,0.1289260983467102
914,76,5.416666666666667,12,0.02631578947368421,en,-1.0,1.0,0.008651115000247955,0.6614581942558289,0.1271752119064331
916,67,4.230769230769231,11,0.029850746268656716,en,0.0,0.0,0.11321313679218292,0.5216627717018127,0.06690502166748047
917,95,4.333333333333333,12,0.031578947368421054,en,0.0,0.0,0.0008443647529929876,0.566419243812561,0.01852107048034668
918,131,5.6,13,0.03816793893129771,en,0.08,0.23777777777777778,0.08922829478979111,0.742753267288208,0.435920774936676
919,17,3.5,5,0.058823529411764705,sv,0.0,0.0,0.01143726333975792,0.3352653980255127,0.12581884860992432
921,81,5.833333333333333,12,0.04938271604938271,en,0.1,0.4,0.01394672878086567,0.3890031576156616,0.14575421810150146
922,127,5.0476190476190474,9,0.03937007874015748,en,-0.6875,0.8,0.3900459110736847,0.920446515083313,0.26021140813827515
923,26,5.75,9,0.11538461538461539,en,0.5,1.0,0.0024089838843792677,0.9551840424537659,0.15486663579940796
924,138,4.791666666666667,18,0.043478260869565216,en,0.0,0.5,0.06823018938302994,0.8984521627426147,0.3546416163444519
925,64,4.416666666666667,7,0.0625,en,0.0,0.0,0.05271195247769356,0.538521409034729,0.1529136300086975
926,130,5.842105263157895,15,0.023076923076923078,en,0.0,0.0,0.0008906093426048756,0.9136590361595154,0.3961547017097473
927,114,4.75,12,0.03508771929824561,en,-0.26666666666666666,0.5777777777777778,0.02697555534541607,0.910904586315155,0.15200835466384888
929,65,4.076923076923077,6,0.03076923076923077,en,0.0,0.0,0.04991913586854935,0.05902022123336792,0.12277859449386597
930,119,4.714285714285714,9,0.01680672268907563,en,-1.0,1.0,0.10293320566415787,0.7292408347129822,0.1833101511001587
932,95,3.8,7,0.042105263157894736,en,0.0,0.0,0.004289435688406229,0.15622270107269287,0.10677170753479004
933,97,3.6666666666666665,7,0.030927835051546393,en,0.5,0.5,0.02178695797920227,0.7208223342895508,0.12101900577545166
936,47,3.3636363636363638,9,0.02127659574468085,en,-1.0,1.0,0.06570882350206375,0.4876980185508728,0.007302701473236084
940,137,4.52,9,0.029197080291970802,en,0.0375,0.375,0.18172112107276917,0.9373494982719421,0.3615833520889282
941,73,4.6923076923076925,9,0.0958904109589041,en,0.0,0.06666666666666667,0.0005950563936494291,0.8494232296943665,0.17065221071243286
943,53,3.5,5,0.03773584905660377,en,0.0,0.0,0.0012794914655387402,0.9802014231681824,0.4135345220565796
944,70,4.071428571428571,9,0.05714285714285714,en,0.7,0.6499999999999999,0.004403778351843357,0.7938624024391174,0.3104504346847534
945,66,5.090909090909091,9,0.06060606060606061,en,0.0,0.0,0.0027875895611941814,0.4161792993545532,0.15924042463302612
946,21,4.5,6,0.047619047619047616,en,0.0,0.0,0.0016747021581977606,0.5225077271461487,0.041152238845825195
948,21,6.333333333333333,7,0.047619047619047616,fr,0.0,0.0,0.01774294674396515,0.7669909000396729,0.20016402006149292
949,131,4.5,13,0.07633587786259542,en,-0.225,0.5,0.02237376570701599,0.6020207405090332,0.16172873973846436
950,133,6.882352941176471,17,0.06766917293233082,en,0.0,0.0,0.0910862535238266,0.39343124628067017,0.12811625003814697
951,126,5.35,21,0.031746031746031744,en,-0.25,1.0,0.07479660212993622,0.6174689531326294,0.17736881971359253
952,33,5.8,10,0.030303030303030304,da,0.0,0.0,0.001719451742246747,0.773274302482605,0.14282119274139404
953,132,4.32,8,0.06060606060606061,en,-0.4,0.7,0.033557139337062836,0.5546602010726929,0.2662108540534973
954,110,3.8260869565217392,8,0.01818181818181818,en,0.0,0.0,0.3005836606025696,0.9095687866210938,0.029567837715148926
955,133,5.380952380952381,12,0.08270676691729323,en,-0.5,0.9629629629629629,0.06396178156137466,0.30553877353668213,0.07807421684265137
956,129,4.909090909090909,12,0.03875968992248062,en,0.11250000000000002,0.3375,0.10855270177125931,0.8979031443595886,0.7348001599311829
958,137,3.7586206896551726,7,0.072992700729927,en,0.10714285714285714,0.5,0.10424841195344925,0.5039629936218262,0.26046329736709595
959,42,5.142857142857143,10,0.023809523809523808,en,0.5,1.0,0.0012611744459718466,0.7373332381248474,0.6741304397583008
960,124,5.888888888888889,19,0.056451612903225805,en,0.09583333333333333,0.33749999999999997,0.02273031696677208,0.7345629930496216,0.1734413504600525
961,115,5.444444444444445,10,0.034782608695652174,en,-0.3,0.95,0.004122774116694927,0.7091641426086426,0.2416377067565918
964,116,4.2727272727272725,9,0.07758620689655173,en,0.05,0.4,0.9951338171958923,0.4803030490875244,0.05690121650695801
965,140,6.0,12,0.05714285714285714,en,-0.6874999999999999,0.6666666666666666,0.12425429373979568,0.7883851528167725,0.4081510305404663
966,110,4.5,9,0.03636363636363636,en,0.09999999999999999,0.5,0.0007373400148935616,0.47446388006210327,0.29767900705337524
967,31,5.4,8,0.0,en,-1.0,1.0,0.020179307088255882,0.595736563205719,0.38328707218170166
968,140,4.222222222222222,12,0.007142857142857143,en,0.0,0.25,0.009337862953543663,0.46457546949386597,0.4524769186973572
969,53,4.4,7,0.09433962264150944,en,0.3125,0.2,0.0007289202185347676,0.861945629119873,0.013673067092895508
971,133,4.36,9,0.06015037593984962,en,-0.2638888888888889,0.5138888888888888,0.1360590010881424,0.7866388559341431,0.16344666481018066
973,45,5.571428571428571,10,0.044444444444444446,en,0.5,1.0,0.012210594490170479,0.33768248558044434,0.12047404050827026
975,90,3.55,10,0.05555555555555555,en,0.0,0.0,0.008181213401257992,0.9450368285179138,0.007522642612457275
978,132,6.333333333333333,12,0.06818181818181818,en,-0.023333333333333334,0.39666666666666667,0.0007042952347546816,0.8295684456825256,0.48557978868484497
981,129,4.6521739130434785,10,0.046511627906976744,en,-0.24479166666666666,0.3833333333333333,0.8426254987716675,0.8926414847373962,0.009968757629394531
982,136,5.476190476190476,9,0.058823529411764705,en,-0.5,0.55,0.010744302533566952,0.6825146079063416,0.19058305025100708
984,110,4.842105263157895,11,0.03636363636363636,en,0.2375,0.6875,0.000732005457393825,0.4495720863342285,0.5477063059806824
986,46,6.833333333333333,9,0.021739130434782608,en,-1.0,1.0,0.982229471206665,0.3807850480079651,0.11452758312225342
988,135,4.230769230769231,13,0.007407407407407408,en,0.5,0.35,0.019162949174642563,0.3919835090637207,0.38852012157440186
989,98,4.823529411764706,10,0.061224489795918366,en,0.08750000000000002,0.2375,0.04530945420265198,0.7367393374443054,0.8202478885650635
991,52,5.625,9,0.11538461538461539,en,0.0,0.7,0.15291745960712433,0.7460997104644775,0.011741697788238525
993,131,5.55,17,0.061068702290076333,en,-0.4,0.45,0.10146106034517288,0.693770170211792,0.15738433599472046
995,140,4.423076923076923,11,0.03571428571428571,en,0.4666666666666667,0.6166666666666667,0.148875430226326,0.95095294713974,0.6663480401039124
996,30,5.2,8,0.1,en,0.7,1.0,0.0009981498587876558,0.8952329754829407,0.2281285524368286
997,59,5.666666666666667,11,0.05084745762711865,en,0.0,0.0,0.11637873202562332,0.9141219258308411,0.10427087545394897
998,127,7.533333333333333,11,0.07874015748031496,en,0.30000000000000004,0.45,0.0012732453178614378,0.9267643094062805,0.280235230922699
999,134,5.136363636363637,10,0.05223880597014925,en,0.26,0.26,0.0015440639108419418,0.6916725039482117,0.29462409019470215
1000,92,5.642857142857143,17,0.06521739130434782,en,0.10000000000000002,0.8333333333333334,0.024489132687449455,0.6498817801475525,0.008994042873382568
1002,41,4.25,6,0.07317073170731707,en,-0.5,1.0,0.024448836222290993,0.6411311626434326,0.10493606328964233
1004,127,4.333333333333333,8,0.015748031496062992,en,-0.5666666666666668,0.8666666666666667,0.9964643716812134,0.9377819895744324,0.19099658727645874
1007,129,3.642857142857143,7,0.023255813953488372,en,0.0,0.0,0.009775306098163128,0.40828806161880493,0.10747504234313965
1011,86,6.909090909090909,14,0.046511627906976744,en,-0.4375,0.5333333333333333,0.0007199290557764471,0.8584719300270081,0.3347642421722412
1012,120,4.260869565217392,8,0.041666666666666664,en,-0.39583333333333337,0.7083333333333333,0.11172309517860413,0.2583765387535095,0.027570009231567383
1013,108,3.9545454545454546,7,0.08333333333333333,en,-0.01851851851851853,0.4962962962962963,0.0018075007246807218,0.9602929949760437,0.5542035698890686
1014,88,5.846153846153846,13,0.09090909090909091,en,0.04999999999999999,0.55,0.0006531656254082918,0.8278813362121582,0.9860966801643372
1015,129,4.416666666666667,12,0.031007751937984496,en,-1.0,1.0,0.016398748382925987,0.16814309358596802,0.13527482748031616
1016,45,4.75,13,0.06666666666666667,en,0.0,0.0,0.008981501683592796,0.8651173114776611,0.07640343904495239
1018,131,5.0,11,0.030534351145038167,en,-1.0,1.0,0.19045279920101166,0.050527989864349365,0.35086125135421753
1019,126,3.8846153846153846,8,0.07142857142857142,en,0.3352272727272727,0.75,0.001440619002096355,0.72994464635849,0.03754979372024536
1021,134,4.1923076923076925,11,0.029850746268656716,en,0.2,0.45,0.0006695121410302818,0.6969547271728516,0.6194564700126648
1022,136,4.708333333333333,11,0.051470588235294115,en,-0.5625,0.9,0.009876115247607231,0.503098726272583,0.18894797563552856
1023,58,4.9,8,0.08620689655172414,en,0.0,0.0,0.9640040397644043,0.8323609232902527,0.1164705753326416
1024,134,3.6551724137931036,12,0.04477611940298507,en,0.0,0.0,0.027480430901050568,0.14121687412261963,0.23844563961029053
1026,106,3.4583333333333335,6,0.009433962264150943,en,0.0,0.0,0.08625276386737823,0.9696986675262451,0.37711501121520996
1028,74,4.357142857142857,10,0.08108108108108109,en,0.0,0.0,0.0007971974555402994,0.933464765548706,0.3575385808944702
1030,58,5.555555555555555,11,0.017241379310344827,en,0.0,0.0,0.005611408967524767,0.445154070854187,0.0179518461227417
1031,91,4.111111111111111,9,0.02197802197802198,en,0.0,1.0,0.010765396989881992,0.640098512172699,0.0909537672996521
1036,119,6.0,16,0.04201680672268908,en,0.17777777777777778,0.3444444444444445,0.002252201084047556,0.9153068661689758,0.28946197032928467
1037,75,3.75,9,0.0,en,0.26666666666666666,0.2333333333333333,0.003428262658417225,0.7146242260932922,0.014234721660614014
1039,42,4.375,7,0.023809523809523808,en,0.0,0.0,0.0011208753567188978,0.6743400692939758,0.600801944732666
1044,93,5.714285714285714,15,0.06451612903225806,en,-0.3333333333333333,0.6666666666666666,0.0007149741286411881,0.921287477016449,0.5725148916244507
1045,141,4.071428571428571,11,0.06382978723404255,en,-0.7142857142857143,0.8571428571428571,0.10875041782855988,0.5608397126197815,0.03418171405792236
1047,83,3.9411764705882355,10,0.024096385542168676,en,-0.16666666666666666,0.16666666666666666,0.0012069507502019405,0.9316876530647278,0.016616225242614746
1048,15,6.5,8,0.06666666666666667,en,-1.0,1.0,0.004005675204098225,0.4109928011894226,0.16639012098312378
1049,119,4.714285714285714,10,0.08403361344537816,en,0.48828125,0.5,0.0151564572006464,0.7804346084594727,0.012850821018218994
1050,98,5.1875,11,0.05102040816326531,en,0.09444444444444444,0.46666666666666673,0.005507186986505985,0.6873820424079895,0.44778501987457275
1051,124,4.208333333333333,7,0.024193548387096774,en,-0.033333333333333326,0.4666666666666666,0.020260652527213097,0.774415910243988,0.14461153745651245
1052,7,7.0,7,0.0,da,0.0,0.0,0.24371647834777832,0.9356858730316162,0.15475022792816162
1053,126,5.35,17,0.07142857142857142,en,0.5416666666666666,0.7962962962962963,0.024661384522914886,0.13398021459579468,0.02264803647994995
1054,134,4.869565217391305,12,0.014925373134328358,en,0.0,0.0,0.0016269177431240678,0.6951049566268921,0.18120521306991577
1055,133,4.36,12,0.06766917293233082,en,-0.04999999999999999,0.6416666666666667,0.06609939783811569,0.3674114942550659,0.19601094722747803
1056,20,4.25,7,0.0,af,-0.05,0.2,0.0029686433263123035,0.8977907299995422,0.03598564863204956
1058,124,4.590909090909091,10,0.03225806451612903,en,0.05416666666666667,0.65,0.052123062312603,0.12762147188186646,0.38421255350112915
1062,23,3.8,6,0.043478260869565216,en,-0.5,0.5,0.001879100571386516,0.9651892185211182,0.1883634328842163
1063,101,5.0,10,0.0297029702970297,en,0.3,1.0,0.0008908910676836967,0.8053831458091736,0.24525922536849976
1065,55,3.6666666666666665,6,0.07272727272727272,en,0.0,0.0,0.0007210462354123592,0.7017337083816528,0.21204310655593872
1067,134,4.4,12,0.014925373134328358,en,0.0,0.0,0.008765654638409615,0.87059485912323,0.012841999530792236
1069,103,4.2,9,0.05825242718446602,en,0.0,1.0,0.014924523420631886,0.71974778175354,0.047253310680389404
1070,133,3.962962962962963,10,0.05263157894736842,en,0.21875,0.30000000000000004,0.048949819058179855,0.9540387392044067,0.2559037208557129
1072,139,5.666666666666667,12,0.03597122302158273,en,0.0,0.0,0.020198365673422813,0.8984056711196899,0.8128324151039124
1073,85,5.142857142857143,11,0.058823529411764705,en,0.625,0.6,0.0017437023343518376,0.933607280254364,0.1721268892288208
1075,129,5.5,13,0.031007751937984496,en,-0.16666666666666666,1.0,0.5126731395721436,0.2888149619102478,0.1293991208076477
1076,82,5.916666666666667,18,0.04878048780487805,en,-0.6638888888888889,0.736111111111111,0.052136655896902084,0.5614103674888611,0.09355807304382324
1077,86,3.8333333333333335,8,0.03488372093023256,en,-0.1,0.05,0.6801791787147522,0.9364792108535767,0.10786271095275879
1079,134,4.4,10,0.029850746268656716,en,-0.04999999999999999,0.8944444444444444,0.0021238652989268303,0.9261372089385986,0.14704114198684692
1080,93,4.529411764705882,9,0.010752688172043012,en,0.0,0.3666666666666667,0.9382451772689819,0.38112872838974,0.041381239891052246
1081,134,4.0,6,0.022388059701492536,en,0.04,0.44000000000000006,0.0014945841394364834,0.3618652820587158,0.2664194703102112
1082,32,5.6,9,0.03125,tl,-1.0,1.0,0.010344044305384159,0.9046564698219299,0.12090688943862915
1083,116,4.571428571428571,9,0.0,en,0.06249999999999999,0.5125000000000001,0.6154784560203552,0.08789539337158203,0.1348034143447876
1086,84,4.3125,10,0.03571428571428571,en,0.1,0.18333333333333335,0.557745099067688,0.07081496715545654,0.20120269060134888
1087,84,4.6,7,0.05952380952380952,en,0.0,1.0,0.04623495042324066,0.31438541412353516,0.2656363844871521
1088,41,5.0,7,0.0,en,0.0,0.0,0.0033264043740928173,0.2155250906944275,0.22947555780410767
1092,114,4.0,7,0.09649122807017543,en,0.0,0.0,0.007012718357145786,0.28658121824264526,0.25265055894851685
1094,124,4.434782608695652,9,0.08870967741935484,en,0.5,0.5,0.7132739424705505,0.8912191987037659,0.10700720548629761
1097,120,4.041666666666667,10,0.05,en,0.4,0.4,0.0006590091506950557,0.19620639085769653,0.31189197301864624
1098,106,4.35,10,0.03773584905660377,en,-0.03787878787878788,0.2916666666666667,0.15188635885715485,0.7857686281204224,0.5302109122276306
1100,120,12.444444444444445,21,0.06666666666666667,en,0.0,0.25,0.007813028059899807,0.8041400909423828,0.22108328342437744
1101,87,5.769230769230769,9,0.04597701149425287,en,-0.3333333333333333,0.6666666666666666,0.01614372804760933,0.5515493154525757,0.011307954788208008
1103,121,6.176470588235294,11,0.04132231404958678,en,0.0,0.0,0.011358410120010376,0.4415314793586731,0.3476872444152832
1106,129,4.909090909090909,10,0.06201550387596899,en,-0.25,0.5,0.046841081231832504,0.4409995675086975,0.25484949350357056
1109,34,4.833333333333333,8,0.029411764705882353,en,0.0,0.0,0.0011780558852478862,0.270566463470459,0.22577834129333496
1111,70,5.363636363636363,10,0.1,en,-0.1,0.4,0.07075554877519608,0.12175935506820679,0.005476236343383789
1112,90,5.066666666666666,15,0.06666666666666667,en,0.0,0.0,0.01079501211643219,0.5819928050041199,0.40610170364379883
1113,80,4.714285714285714,12,0.0375,en,-0.35000000000000003,0.6046296296296296,0.8118081092834473,0.9418796300888062,0.14520132541656494
1114,60,4.083333333333333,9,0.06666666666666667,en,0.0,0.0,0.007278678473085165,0.7997969388961792,0.5696313977241516
1117,61,4.636363636363637,8,0.11475409836065574,en,-1.0,0.5,0.04387502372264862,0.6032369136810303,0.0067784786224365234
1118,82,5.3076923076923075,14,0.0975609756097561,en,0.75,0.75,0.0007475477177649736,0.7530573010444641,0.17239755392074585
1121,85,3.7777777777777777,8,0.047058823529411764,en,0.0,0.0625,0.2761167585849762,0.7430882453918457,0.16438841819763184
1122,105,3.8181818181818183,7,0.009523809523809525,en,0.4166666666666667,0.5,0.0009126472286880016,0.6719481348991394,0.18989485502243042
1126,129,3.814814814814815,7,0.023255813953488372,en,0.08333333333333334,0.5833333333333333,0.0035748479422181845,0.6649112701416016,0.15744704008102417
1132,111,3.869565217391304,9,0.0,en,-0.3333333333333333,0.6666666666666666,0.9923934936523438,0.9269184470176697,0.21965038776397705
1136,135,4.44,11,0.007407407407407408,en,0.025000000000000022,0.4444444444444444,0.10981485247612,0.7773997187614441,0.28331923484802246
